"Name of Satellite, Alternate Names",Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime,Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments,Source Used for Orbital Data,Source,Source,Source,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TerraStar 1,USA,USA,TerraStar Corporation,Commercial,Communications,,GEO,,-111,"35,783","35,791",9.49E-05,5.94,1436.11,"6,910",,,7/1/09,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2009-035A,35496,Largest commercial satellite ever built; 18-meter-diameter unfurlable S-band antenna; provide mobile voice and data communications in North America to smartphone-size handsets.,SC - ASCR,http://www.spacenews.com/satellite_telecom/ariane-rocket-puts-terrestar-1-into-orbit.html,http://www.terrestar.com/satellite.php,http://nssdc.gsfc.nasa.gov/spacewarn/spx669.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thaicom-4 (Ipstar 1, Measat 5)",NR,Thailand,Thaicom Public Company Ltd. ,Commercial,Communications,,GEO,,119.5,"35,775","35,798",2.73E-04,0,1436.1,"6,505",,"14,000",8/11/05,12 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5G,2005-028A,28786,"84 Ku-band and 18-Ka band transponders, voice, video and broadband to 14 countries. Deal signed with Measat in 2011 - capacity on Thaicom 4 to be marketed in Malaysia as Measat 5.",JM/12_08,http://www.thaicom.net/enGalaxy-press/news-press.html,http://nssdc.gsfc.nasa/gov/spacewarn/spx622.html,http://www.ipstar.com/en/ipstar_desc.asp,http://www.lib.cas.cz/www/space.40/2005/028A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thaicom-5,NR,Thailand,Thaicom Public Company Ltd. ,Commercial,Communications,,GEO,,78.54,"35,777","35,796",2.25E-04,0.04,1436.1,"2,800","1,220","5,000",5/27/06,12 yrs.,Alcatel Alenia Space,France,Guiana Space Center,Ariane 5 ECA,2006-020B,29163,Television and Internet services to the Asia-Pacific region; 25 C-band and 14 Ku-band transponders.,JM/12_08,http://nssdc.gsfc.nasa.gov/spacewarn/spx631.html,http://www.spaceref.com/news/viewpr.html?pid=17335,http://www.lib.cas.cz/www/space.40/2006/020B.HTM,http://www.arianespace.com/site/news/mission_up_304.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thaicom-6,NR,Thailand,Thaicom Public Company Ltd. ,Commercial,Communications,,GEO,,78.5,"35,786","35,796",1.19E-04,0.05,1436.3,"3,325",,,1/6/14,15 yrs.,Orbital Sciences Corp.,USA,Cape Canaveral,Falcon 9,2014-002A,39500,"Comsat to serve the mainland of south east Asia, particularly Thailand. Some services will be provided to east Africa, including Madagascar.",SC - ASCR,http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2014/002A.HTM,http://www.zarya.info/Diaries/Launches/Launches.php?year=2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thaicom-8,NR (12/16),Thailand,Thaicom Public Company Ltd. ,Commercial,Communications,,GEO,,78.5,"35,843","35,890",5.56E-04,0.03,1440.09,"3,025",,,5/27/16,15 yrs.,Orbital ATK,USA,Cape Canaveral,Falcon 9,2016-031A,41552,,Space50,http://spaceflightnow.com/2016/05/27/spacex-logs-successful-late-afternoon-launch-for-thaicom/,http://space50.org/objekt.php?mot=2016-031A&jazyk=pp_en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEMIS A (Time History of Events and Macroscale Interactions during Substorms) ,USA,Multinational,"National Aeronautics and Space Administration (NASA)/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Government/Civil,Space Science,,Elliptical,,0,461,"87,304",8.64E-01,15.7,1868.98,126,77,40,2/17/07,2 yrs.,Swales Aerospace,USA,Cape Canaveral,Delta 2,2007-004A,30580,Five phase mission to study earth's auroras; mission extended to 2012. Themis B and C retasked as Artemis mission to L1 and L2.,SC - ASCR,http://www.swales.com/spacecraft/themis.html,http://ds9.ssl.berkeley.edu/themis/no_flash.html,http://earthobservatory.nasa.gov/Newsroom/NasaNews/2007/2007021724505.html,http://www.nasa.gov/mission_pages/themis/mission/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEMIS D (Time History of Events and Macroscale Interactions during Substorms) ,USA,Multinational,"National Aeronautics and Space Administration (NASA)/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Government/Civil,Space Science,,Elliptical,,0,467,"87,260",8.64E-01,15.7,1867.91,126,77,40,2/17/07,2 yrs.,Swales Aerospace,USA,Cape Canaveral,Delta 2,2007-004D,30797,Five phase mission to study earth's auroras; mission extended to 2012. Themis B and C retasked as Artemis mission to L1 and L2.,SC - ASCR,http://www.swales.com/spacecraft/themis.html,http://ds9.ssl.berkeley.edu/themis/no_flash.html,http://earthobservatory.nasa.gov/Newsroom/NasaNews/2007/2007021724505.html,http://news.discovery.com/space/solar-spacecraft-moon-themis.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEMIS E (Time History of Events and Macroscale Interactions during Substorms) ,USA,Multinational,"National Aeronautics and Space Administration (NASA)/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Government/Civil,Space Science,,Elliptical,,0,474,"87,526",8.64E-01,15.7,1875.53,126,77,40,2/17/07,2 yrs.,Swales Aerospace,USA,Cape Canaveral,Delta 2,2007-004E,30798,Five phase mission to study earth's auroras; mission extended to 2012. Themis B and C retasked as Artemis mission to L1 and L2.,SC - ASCR,http://www.swales.com/spacecraft/themis.html,http://ds9.ssl.berkeley.edu/themis/no_flash.html,http://earthobservatory.nasa.gov/Newsroom/NasaNews/2007/2007021724505.html,http://www.nasa.gov/mission_pages/themis/mission/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thor-3 ,Norway,Norway,Telenor Satellite Broadcasting,Commercial,Communications,,GEO,,-4,"35,777","35,795",2.13E-04,0.07,1436.07,"1,400",646,"1,400",6/10/98,12 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Delta 2,1998-035A,25358,"14 Ku-band; Nordic region, central and eastern Europe.",JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx536.html,http://www.thor-satellites.com,http://www.spacenews.com/satellite_telecom/100628-telenor-repositions-thor.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thor-6,Norway,Norway,Telenor Satellite Broadcasting,Commercial,Communications,,GEO,,-1,"35,779","35,794",1.78E-04,0.02,1436.1,"3,050",,"5,900",10/29/09,15 yrs.,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5,2009-058B,36033,36 Ku-band transponders; Central and eastern Europe and Nordic region.,JM/12_09,http://www.telenorsbc.com/templates/Page.aspx?id=649,http://nssdc.gsfc.nasa/gov/spacewarn/spx672.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thor-7,Norway,Norway,Telenor Satellite Broadcasting,Commercial,Communications,,GEO,,-1,"35,727","35,741",1.66E-04,0,1433.4,"4,600",,,4/26/15,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,2015-022A,40613,"21 Ku-band transponders and the equivalent of 25 Ka-band transponders. Oslo-based Telenor is using the satellite to break into the market for Ka-band broadband maritime communications, with the focus on the North Atlantic. - See more at: http://spacenews.com/ariane-5-launches-sicral-2-and-thor-7-telecommunications-satellites/#sthash.DdDKvkj6.dpuf",JM/8_15,http://www.telenorsat.com/satellites-teleports/satellite-fleet/thor-7-ku-band/,http://spacenews.com/ariane-5-launches-sicral-2-and-thor-7-telecommunications-satellites/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thuraya 2 ,United Arab Emirates,United Arab Emirates,Thuraya Satellite Communications,Commercial,Communications,,GEO,,44.13,"35,764","35,807",5.10E-04,2.99,1436.07,"5,250","3,200","11,000",6/10/03,12 yrs.,Hughes Space and Communications Group,USA,Ocean Odyssey,Zenit 3SL,2003-026A,27825,"Capacity for 13,750 simultaneous calls; voice, fax, data transmissions from/to mobile telephones; Middle East, North and Central Africa, Europe, Central Asia and the Indian subcontinent.",JM/12_08,http://www.thuraya.com/corporate/newsroom/2003/thuraya2-launched.htm,http://nssdc.gsfc.nasa.gov/spacewarn/spx596.html,http://www.thuraya.com/tech/,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thuraya 3,United Arab Emirates,United Arab Emirates,Thuraya Satellite Communications,Commercial,Communications,,GEO,,98.6,"35,766","35,807",4.86E-04,5.84,1436.1,"5,180",,,1/15/08,12 yrs.,Boeing Satellite Systems,USA,Ocean Odyssey,Zenit 3SL,2008-001A,32404,"Mobile phone communication in eastern Asia, Middle East, Australia.",JM/12_08,http://nssdc.gsfc.nasa.gov/spacewarn/spx651.html,http://www.thuraya.com/content/mission-profile-4.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMED (Thermosphere _ Ionosphere _ Mesosphere _ Energetics and Dynamics),USA,USA,"National Aeronautics and Space Administration (NASA)/Applied Physics Laboratory, Johns Hopkins",Government/Civil,Space Science,,LEO,Polar,0,612,613,7.16E-05,74.1,97,587,,406,12/7/01,2 yrs.,"Applied Physics Laboratory, Johns Hopkins",USA,Vandenberg AFB,Delta 2,2001-055B,26998,Study influences of the sun and humans on the least explored and understood region of Earth's atmosphere _ the Mesosphere and Lower Thermosphere/Ionosphere (MLTI).,www.spacedebris.net 12/12,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx578.html,http://www.timed.jhuapl.edu/mission2/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNS-0-2 Nanosputnik,NR (10/17),Russia,Russian Space Systems,Government,Technology Development,,LEO,,0,398,407,6.64E-04,51.6,92.6,5,,,8/17/17,,Russian Space Systems,Russia,International Space Center,Manual Deployment,1998-067ND,42914,Further development of nanosatellite technology.,JMSatcat/10_17,http://spaceflights.news/?p=31903,http://www.planet4589.org/space/log/satcat.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toki (Bird JJ),NR (10/17),Japan,Kyushu Institute of Technology (KIT),Civil,Communications/Technology Development,Amateur Radio,LEO,Non-Polar Inclined,0,402,402,0.00E+00,51.6,92.6,2,,,7/7/17,,Kyushu Technical University,Japan,International Space Center,Nanorack Deployer,1998-067MU,42820,Five-country project for learning and capacity building.,JMSatcat,https://www.researchgate.net/publication/289868265_IAA-CU-15-01-16_Five-nations_CubeSat_constellation_An_inexpensive_test_case_for_learning_and_capaci-_ty_building,http://www.planet4589.org/space/log/satcat.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomsk-TPU-120,NR (10/17),Russia,Tomsk Polytechnic University,Civil,Communications/Technology Development,Amateur Radio,LEO,Non-Polar Inclined,0,397,408,8.12E-04,51.6,92.6,5,,,8/17/17,,Tomsk Polytechnic University,Russia,International Space Center,Manual Deployment,1998-067MZ,42910,First satellite deployed with structure created by 3-D printing.,JMSatcat/10_17,https://tpu.ru/en/about/tpu_today/news/view?id=3188,http://www.collectspace.com/news/news-081717a-russian-spacewalk-satellites-sputnik.html,http://www.planet4589.org/space/log/satcat.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trumpet 3 (NROL-4, National Reconnaissance Office Launch-4, USA 136)",USA,USA,National Reconnaissance Office (NRO)/USAF,Military,Earth Observation,Electronic Intelligence,Elliptical,,0,"1,210","38,740",7.12E-01,64.7,709.61,"8,000",,,11/8/97,,Boeing Satellite Systems,USA,Cape Canaveral,Titan IVA,1997-068A,25034,Signals intelligence; surveillance of cellular phones.,JMSatcat304,http://www.lib.cas.cz/www/space.40/1997/068A.HTM,http://www.drumbeat.mlaterz.net/October%202002/Tracking%20Saddam%20100102a.htm,http://www.msnbc.com/news/185953.asp#BODY,http://www.fas.org/irp/news/1998/06/980606-sigint.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmen Alem 52E/MonacoSAT,NR,Turkmenistan/Monaco,Turkmenistan Ministry of Communications/SSI-Monaco,Government/Commercial,Communications,,GEO,,52,"35,655","35,784",1.53E-03,0,1432.69,"4,700","1,850",,4/27/15,15 yrs.,Thales Alenia Space,France/Italy,Cape Canaveral,Falcon 9,2015-023A,40617,"Joint ownership - Turkmenistan 26 transponders, Monaco 12 transponders. Central Asia, Middle East, North Africa.",JM/8_15,http://ssi-monaco.com/?page_id=3237,http://en.mediasat.info/2015/06/11/turkmenistan-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turksat 3A,Turkey,Turkey,Turksat,Commercial,Communications,,GEO,,42.04,"35,778","35,793",1.78E-04,0.01,1436.06,"3,100","1,272","8,100",6/12/08,,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA,2008-030B,33056,24 Ku-band transponders; television service to Turkey.,JM/12_08,http://www.turksat.com.tr/english/index.php/News/Announcements/Turksat-3A-transferred-to-launch-site-in-Kourou.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx656.html,http://www.lib.cas.cz/space.40/2008/I030B.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UFO-10 (USA 146, UHF F/O F10) ""UHF Follow-On""",USA,USA,US Navy,Military,Communications,,GEO,,72.67,"35,738","35,834",1.14E-03,1.97,1436.1,"3,200","1,540","3,800 (EOL)",11/24/99,4 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,1999-063A,25967,Ultra-High Frequency (UHF) communications and Super-High Frequency (SHF) antijam command and broadcast capabilities through four pairs of geosynchronous satellites and one spare; tactical application.,JM/12_08,http://www.boeing.com/defense-space/space/bss/factsheets/601/uhf_followon/uhf_followon.html,http://www.globalsecurity.org/military/library,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://www.lib.cas.cz/www/space.40/1999/063A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UFO-11  (USA 174) ""UHF Follow-On""",USA,USA,US Navy,Military,Communications,,GEO,,71.44,"35,786","35,787",1.19E-05,2.16,1436.1,"3,200","1,545","2,800 (EOL)",12/18/03,4 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 3,2003-057A,28117,Ultra-High Frequency (UHF) communications and Super-High Frequency (SHF) antijam command and broadcast capabilities through four pairs of geosynchronous satellites and one spare; tactical application.,JM/12_08,http://www.boeing.com/defense-space/space/bss/factsheets/601/uhf_followon/uhf_followon.html,http://www.spaceflightnow.com/atlas/ac203/031211uhfprogram.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx602.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UFO-2 (USA 95) ""UHF Follow-On""",USA,USA,US Navy,Military,Communications,,GEO,,28.79,"35,766","35,807",4.86E-04,8.27,1436.12,"3,200","1,545","2,800 (EOL)",9/3/93,,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,1993-056A,22787,Ultra-High Frequency (UHF) communications and Super-High Frequency (SHF) antijam command and broadcast capabilities through four pairs of geosynchronous satellites and one spare; tactical application. Inclined.,JM/1_12,http://www.lib.cas.cz/space.40/1993/I056A.HTM,http://planet4589.org/space/log/geobus0902.ok.lis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UFO-4 (USA 108, UFO F4 EHF) ""UHF Follow-On""",USA,USA,US Navy,Military,Communications,,GEO,,-177.12,"35,763","35,775",1.42E-04,3.34,1435.22,"3,200","1,545","2,800 (EOL)",1/29/95,4 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,1995-003A,23467,Ultra-High Frequency (UHF) communications and Super-High Frequency (SHF) antijam command and broadcast capabilities through four pairs of geosynchronous satellites and one spare; tactical application.,JM/12_08,http://www.boeing.com/defense-space/space/bss/factsheets/601/uhf_followon/uhf_followon.html,http://www.globalsecurity.org/military/library,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://planet4589.org/space/log/geobus0902.ok.lis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UFO-6 (USA 114, UFO F6 EHF) ""UHF Follow-On""",USA,USA,US Navy,Military,Communications,,GEO,,-105.5,"35,744","35,829",1.01E-03,4.11,1436.12,"3,200","1,545","2,800 (EOL)",10/22/95,4 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,1995-057A,23696,Ultra-High Frequency (UHF) communications and Super-High Frequency (SHF) antijam command and broadcast capabilities through four pairs of geosynchronous satellites and one spare; tactical application.,JM/12_08,http://www.boeing.com/defense-space/space/bss/factsheets/601/uhf_followon/uhf_followon.html,http://www.globalsecurity.org/military/library,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://planet4589.org/space/log/geobus0902.ok.lis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UFO-7 (USA 127, F7 EHF) ""UHF Follow-On""",USA,USA,US Navy,Military,Communications,,GEO,,-21.91,"35,738","35,835",1.15E-03,3.79,1436.11,"3,200","1,545","2,800 (EOL)",7/25/96,4 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,1996-042A,23967,Ultra-High Frequency (UHF) communications and Super-High Frequency (SHF) antijam command and broadcast capabilities through four pairs of geosynchronous satellites and one spare; tactical application.,JM/12_08,http://www.boeing.com/defense-space/space/bss/factsheets/601/uhf_followon/uhf_followon.html,http://www.globalsecurity.org/military/library,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://planet4589.org/space/log/geobus0902.ok.lis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UFO-8 (USA 138, UHF F/O F8) ""UHF Follow-On""",USA,USA,US Navy,Military,Communications,,GEO,,172.28,"35,772","35,794",2.61E-04,5.24,1435.94,"3,206","1,545","3,800 (EOL)",3/16/98,4 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,1998-016A,25258,Ultra-High Frequency (UHF) communications and Super-High Frequency (SHF) antijam command and broadcast capabilities through four pairs of geosynchronous satellites and one spare; tactical application.,JM/12_08,http://www.boeing.com/defense-space/space/bss/factsheets/601/uhf_followon/uhf_followon.html,http://www.globalsecurity.org/military/library,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNSW-ECO (QB50 - AU02),NR (10/17),Australia,University of New South Wales,Civil,Earth Science,,LEO,Non-Polar Inclined,0,397,408,8.12E-04,51.6,92.6,3,,,5/25/17,,University of New South Wales,Australia,International Space Center,Nanorack Deployer,1998-067MC,42723,Study the thermosphere by means of ion/neutral mass spectrometry and temperature measurements. ,JMSatcat/10_17,http://www.amsatuk.me.uk/iaru/finished_detail.php?serialnum=348,http://www.planet4589.org/space/log/satcat.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Van Allen Probe A (RBSP-A, Radiation Belt Storm Probes)",USA,USA,National Aeronautics and Space Administration (NASA)/Johns Hopkins University Applied Physics Laboratory,Government,Earth Observation,Earth Science,Elliptical,,0,591,"30,534",6.83E-01,10.03,539.06,648,,,8/30/12,,Johns Hopkins University Applied Physics Laboratory,USA,Cape Canaveral,Atlas 5,2012-046A,38752,Study the Earth's radiation belts on various scales of space and time.,SC - ASCR,http://science.nasa.gov/missions/rbsp/,http://www.zarya.info/Diaries/Launches/Launches.php?year=2012,http://space.50.ksomo.cz/s40/2012/1046A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Van Allen Probe B (RBSP-B, Radiation Belt Storm Probes)",USA,USA,National Aeronautics and Space Administration (NASA)/Johns Hopkins University Applied Physics Laboratory,Government,Earth Observation,Earth Science,Elliptical,,0,595,"30,657",6.83E-01,10.04,541.4,666,,,8/30/12,,Johns Hopkins University Applied Physics Laboratory,USA,Cape Canaveral,Atlas 5,2012-046B,38753,Study the Earth's radiation belts on various scales of space and time.,SC - ASCR,http://science.nasa.gov/missions/rbsp/,http://www.zarya.info/Diaries/Launches/Launches.php?year=2012,http://space.50.kosmo.cz/s40/2012/1046B.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venµs,NR (10/17),France/Israel,Centre National d'Etudes Spatiales (CNES)/Israel Space Agency,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,719,724,3.53E-04,98.3,99.2,264,,,8/1/17,4.5 yrs.,Israel Aerospace Industries (IAI),Israel,Guiana Space Center,Vega,2017-044B,42901,"Resolution of 5 meters (16 feet), the spectral richness of the camera in 12 bands, and the third is revisit æ two days. USA has 24 percent of mission targets.",JMSatcat/10_17,https://directory.eoportal.org/web/eoportal/satellite-missions/v-w-x-y-z/venus,https://spaceflightnow.com/2017/08/02/vega-launcher-achieves-on-target-deployment-of-earth-imaging-satellites/,http://www.planet4589.org/space/log/satcat.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ViaSat-2,NR (10/17),USA,"ViaSat, Inc.",Commercial,Communications,,GEO,,-69.9,"25,371","46,183",2.47E-01,44.6,1435.6,"6,418",,,6/1/17,14 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5,2017-029A,42740,"Powered mostly by xenon ions, so slowly working its way to GEO as of 10/15/2017.",JMGEO10_17,https://spaceflightnow.com/2017/06/02/ariane-5-succeeds-in-launch-of-two-high-value-communications-satellites/,https://www.exede.com/blog/status-update-viasat-2-newest-satellite/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
